Epoch,Train Loss,Train Acc,Valid Loss,Valid Acc,Test Loss,Test Acc
0,0.11460997962355614,0.959525,0.19616363974488496,0.9349962207105065,0.16614651969035485,0.9461661207692954
1,0.10898880792856216,0.96115,0.20835668851493253,0.9258419417149576,0.19584787602140136,0.9328126312253296
2,0.11350933933258056,0.959775,0.16403643404464238,0.93936339968086,0.12603898750492304,0.9554883681867808
3,0.10847422266602516,0.961125,0.16499450893330692,0.9426387839086252,0.1331445802342003,0.9549004787100025
4,0.11048507096767425,0.960975,0.1955782519126261,0.932140757537583,0.15819210313687168,0.9477618207776938
5,0.11000154873728753,0.9598,0.17392022868015633,0.9347442680776014,0.13641235296273235,0.952296968169984
6,0.11210258814096451,0.960025,0.1646756045955189,0.9428067523305619,0.14541332173401372,0.9489375997312505
7,0.1123698836684227,0.95915,0.1444870350577113,0.9492735365751239,0.12423195329294132,0.9570840681951793
8,0.10549877056479454,0.962625,0.15827054562667928,0.9430587049634669,0.1322205196926648,0.9531368102796675
9,0.10120617899894714,0.96285,0.15818930974035725,0.9428907365415302,0.1208875377323028,0.9606953892668179
10,0.1052363065123558,0.96225,0.18280319704200115,0.9357520786092215,0.1671911246586612,0.9422188628537835
11,0.10176143863797188,0.964075,0.19417676120712393,0.932896615436298,0.16459715616225298,0.9471739313009154
12,0.10594732121825218,0.961575,0.23932557865533252,0.921222810111699,0.22435553529048388,0.9272696733014193
13,0.10938303637504578,0.960725,0.13180731774969576,0.9519610313261107,0.11670609681655761,0.9601074997900395
14,0.09891182333230972,0.963425,0.20232018424936238,0.9290333417317544,0.1645856016208989,0.9458301839254221
15,0.10295423309206962,0.963825,0.16256351729479032,0.93986730494667,0.12412775488725895,0.956748131351306
16,0.09972793726325035,0.9637,0.14166888396988736,0.9496094734189973,0.11445407887095321,0.9609473418997229
17,0.09914147582650185,0.964225,0.2800115369245851,0.9073654153019233,0.26295252061526303,0.915259931132947
18,0.10146714905500412,0.962775,0.14731650518465725,0.9465860418241371,0.1203099800833803,0.958763752414546
19,0.09982778094410896,0.962925,0.21191962594151537,0.9290333417317544,0.19756228285799407,0.9351641891324431
20,0.09813617461323738,0.9647,0.210120275606947,0.9310489627949945,0.1909092478423902,0.9386915259931133
21,0.09690144875049592,0.965375,0.1687164649691461,0.9425547996976569,0.146975733676029,0.950785252372554
22,0.09526243070363999,0.965125,0.2171989338234864,0.9288653733098178,0.19495779673485683,0.9353321575543798
23,0.09566793453097343,0.965225,0.14863360541820822,0.9497774418409339,0.12748210925442852,0.9584278155706727
24,0.09637359956502914,0.9646,0.17924505098746887,0.9397833207357017,0.15952455468796461,0.9481817418325355
25,0.09559362888336181,0.9645,0.15633576763720694,0.9466700260351054,0.1392628828666657,0.9530528260686991
26,0.09305484784394502,0.966525,0.14855482406802228,0.9472579155118838,0.11945919022296689,0.9596875787351978
27,0.09750966531634331,0.9651,0.19398423439549803,0.9367598891408415,0.17373833401303942,0.9427227681195935
28,0.09844310684502125,0.964675,0.14814433448138348,0.9492735365751239,0.13110712719972295,0.9569160997732427
29,0.09648839413523674,0.964925,0.14650669006839304,0.9494415049970606,0.12823505302190547,0.9586797682035777
30,0.09120987302064895,0.967725,0.17287596453367543,0.9416309733770051,0.15234129263532697,0.9492735365751239
31,0.08924792013168335,0.968575,0.22292812724079256,0.9289493575207861,0.21325061994952554,0.9337364575459813
32,0.09151277258396148,0.9678,0.2806022422499029,0.9143361048122953,0.2639695294723664,0.9171915679852187
33,0.09139871194958687,0.96755,0.14869950850181887,0.9508692365835223,0.13002776256154483,0.958763752414546
34,0.08959659899473191,0.96785,0.1889845620119398,0.9382716049382716,0.16352825910739566,0.9475938523557571
35,0.08974655653834343,0.967225,0.25366651585232697,0.9112286890064668,0.2418761790347097,0.9148400100781053
36,0.08861501046419144,0.9675,0.14248059826928153,0.9521289997480473,0.1239992904461491,0.9585957839926094
37,0.09246988546848298,0.96755,0.14412991796924687,0.950785252372554,0.12276995462183536,0.9598555471571345
38,0.08489091599583626,0.969625,0.2176441422096873,0.9295372469975645,0.19918828744050943,0.9355001259763165
39,0.08973421676158905,0.9688,0.14151147710231538,0.9506172839506173,0.11926623577231264,0.958511799781641
40,0.08799733447432519,0.968675,0.13068268876057293,0.9531368102796675,0.11189644864163663,0.9630469471739314
41,0.08857535349726676,0.96765,0.18366453266513544,0.9385235575711767,0.16732250947158156,0.9463340891912321
42,0.08809675285220146,0.967525,0.16338889140503074,0.9453262786596119,0.13873737929344687,0.9537246997564458
43,0.08739489362835884,0.968675,0.16866390415137797,0.9432266733854036,0.12863132766156946,0.9569160997732427
44,0.0863222956597805,0.96965,0.12448823966608866,0.9555723523977492,0.10637338874060237,0.9647266313932981
45,0.08562880339622497,0.968875,0.1906793013108759,0.9383555891492399,0.17553385459337456,0.9429747207524986
46,0.08472219644784927,0.969675,0.14460397593222138,0.9531368102796675,0.12501652728355334,0.9618711682203746
47,0.0864493224710226,0.969025,0.1588572097010363,0.9454102628705803,0.13669570746220475,0.9539766523893508
48,0.08817932632565498,0.96825,0.12693695627741733,0.9533047787016041,0.10581447353357117,0.964222726127488
49,0.08309960608482361,0.971175,0.16986027694282785,0.9395313681027967,0.12594013349841138,0.9561602418745276
